bd,mwc,hd,tyc,tic,vmag,sptype,ra_deg,dec_deg,constellation
BD+63 2107,MWC     2,144,4022-1776-1,406891036,5.59,B9 III,1.6102,+64.1960,Cas
BD+59 2829,MWC     3,,4014-3145-1,359247720,9.84,"B0 IV:,nep",1.7012,+60.6007,Cas
BD+62    1,MWC   667,,4018-2063-1,359335305,10.35,"B2 IV-V:,ep",1.8876,+63.0802,Cas
BD+62   11,AS      1,,4018-803-1,83224269,9.42,B5 V,2.6949,+63.1725,Cas
BD+57   28,MWC     4,698,3664-192-1,452884731,7.08,B5 III,2.9041,+58.2117,Cas
BD+61   39,MWC     5,,4019-3106-1,420443928,8.53,B0.5 IV,5.0724,+62.4635,Cas
BD+63   48,MWC   669,,4023-1321-1,418988159,9.12,"B1 III:,nne",6.6668,+64.4316,Cas
BD+55   81,,,3662-379-1,319918191,10.07,"B1.5 V :e:,nn",7.0489,+56.3970,Cas
BD+66   35,MWC     6,2789,4027-3-1,420470654,8.22,"B3 V,ne",8.0110,+67.1608,Cas
BD+61  122,MWC   672,,4020-1552-1,283939144,10.73,"B2 V:,ep",8.7510,+62.4484,Cas
+63-00395,MWC   674,19267,4057-842-1,81751236,10.75,"B0 III:,ep",10.6096,+64.0506,Cas
+64-00412,,24024,4071-1195-1,393076884,11.38,"B1 V :p,e:",11.0534,+64.4618,Cas
+63-00417,AS      4,21237,4070-1379-1,390927810,10.6,"B1 IV-V:,ep",11.1761,+63.9076,Cas
BD+47  183,MWC     8,4180,3253-1988-1,240757326,4.54,B5 III,11.1807,+48.2839,Cas
+63-00464,MWC   677,,4071-744-1,458986862,10.71,"B2 V:,ep",12.3539,+63.8681,Cas
CP-56  154,,,8469-98-1,281741629,10.3,Be*,12.2555,-56.0965,Phe
+60-00468,MWC   678,,,,9.89,"B2: V:,nnep",12.4501,+60.9861,Cas
BD+60  114,MWC   679,,4016-1006-1,285233175,9.87,"B2 III:,ep",12.5636,+60.9032,Cas
BD+59  132,,4931,4017-2183-1,285541092,8.68,B8 V,13.0639,+60.0896,Cas
BD+59  144,MWC     9,5394,4017-2319-1,51962733,2.47,B0.5 IV,14.1763,+60.7164,Cas
BD+63  124,,,4025-1000-1,256308031,11.1,B1 V,15.3285,+63.9353,Cas
BD+65  129,MWC    10,6343,4029-290-1,368799545,7.3,B7 V,16.4703,+65.9708,Cas
BD+46  275,MWC   420,6811,,196678834,4.25,B7 III,17.3754,+47.2417,And
BD+60  180,MWC    11,,4030-1171-1,53798808,9.32,"B0:,ep",18.0458,+61.3258,Cas
BD+56  240,MWC    12,7636,3677-1107-1,332155214,6.61,B2 III.*n*e+,19.3589,+57.6318,Cas
BD+61  240,,7720,4034-920-1,54532955,8.86,B5 II,19.6124,+61.8928,Cas
BD+57  240,,236689,3681-1341-1,332490249,9.46,"B1.5 V:,ep",19.6376,+58.3747,Cas
BD+57  243,MWC   423,,3681-1664-1,332489770,9.49,"B0: IV:,e",19.7248,+58.2018,Cas
+61-01193,AS     16,,,,10.76,"B ,ep",20.6365,+61.5498,Cas
BD+62  245,AS     18,,4034-1319-1,54885518,10.15,"B1: V:,ep",21.0805,+62.8268,Cas
BD+59  250,MWC   425,,4031-2600-1,422533085,10.41,"B2 V,e",21.8262,+60.1155,Cas
BD+58  247,MWC   690,,3682-742-1,370342981,10.11,B1 -2e sh,22.3507,+59.0995,Cas
+59-01302,AS     25,,,,10.65,B1-2Vnne,23.3686,+59.5007,Cas
BD+62  271,MWC    14,,4035-202-1,389906125,8.9,B8 V,23.7041,+63.6265,Cas
BD+60  274,AS     30,,,389981672,10.66,B3 III,23.9070,+61.2736,Cas
BD+46  393,MWC   426,9709,3282-1307-1,327183862,7.0,B8 V,24.0128,+47.1142,And
BD+73   81,,9612,4322-1936-1,289266085,6.4,B9 V,24.3418,+74.3007,Cas
BD+62  285,MWC    15,,4035-241-1,444714025,9.3,B8 V,24.7733,+63.4625,Cas
CP-57  334,,10144,8478-1395-1,230981971,0.46,"B3 V,p",24.4262,-57.2360,Eri
BD+62  287,AS     36,,4035-1067-1,444746129,9.05,B8 V,25.0901,+63.1141,Cas
BD+60  307,MWC   694,,4031-491-1,444832022,10.46,"B2 V,e",25.4431,+61.3255,Cas
BD+62  292,AS     37,,4035-337-1,444824639,10.4,"B1: ,ep",25.5202,+63.6218,Cas
BD+49  444,MWC    16,10516,3291-2118-1,410501448,4.07,B1 V:,25.9144,+50.6887,Per
BD+62  300,AS     41,,4036-2316-1,399207942,9.95,"B1 V:,nep",26.2770,+62.8308,Cas
+61-01449,,129406,4173-1572-1,159628664,10.83,"B2 V,e",27.0960,+61.2640,Cas
BD+59  334,,,4032-1388-1,373795464,10.36,B0 V,27.7888,+60.4364,Cas
BD+60  368,,,4032-2105-1,373896412,10.62,B1: III:,28.1094,+60.8323,Cas
BD+54  398,MWC    19,232552,3688-1388-1,370759559,8.05,"B0 ,ep",28.1085,+55.3312,Per
BD+59  343,MWC   701,,4032-1002-1,10420291,10.59,"B2 V,nne",28.4512,+60.5257,Cas
BD+62  320,,11415,4036-2834-1,10510382,3.4,B3 V p,28.5975,+63.6701,Cas
BD+57  425,MWC    20,11554,3692-621-1,400540844,9.55,"B1 V,ep",28.8018,+57.8974,Per
BD+58  331,MWC    21,11606,3696-837-1,445471151,7.02,B1 V n,28.9280,+59.2732,Cas
BD+55  441,MWC   431,,3692-2074-1,445463187,9.68,"B1 V:,ep",29.0294,+56.5541,Per
BD+63  261,MWC    22,,4040-418-1,10975329,9.62,"B ,nnep",29.3718,+64.0408,Cas
BD+60  393,AS     49,,4032-243-1,10965765,10.66,"B2 ,ep",29.5046,+61.5749,Cas
+60-01551,MWC   433,,3866-1049-1,311068915,10.15,"B1 V,ep",29.6630,+60.6293,Cas
BD+58  356,MWC    23,12302,3697-1551-1,374556527,8.05,"B1: V:,ep",30.6512,+59.6880,Cas
BD+54  448,,232588,3689-2051-1,374614951,8.63,B1.5 III,30.9395,+55.1023,Per
BD+61  371,AS     52,,4037-2448-1,12005213,11.07,"B3: II:,ep",31.0443,+62.3971,Cas
BD+57  469,MWC    24,236935,3697-3109-1,374608109,9.33,"B1: V:,ne",31.0289,+58.4835,Per
BD+55  489,MWC   435,236940,3693-2652-1,374695776,9.9,B1 V e,31.2013,+56.2619,Per
+63-02024,,,4288-186-1,271529021,10.24,"B0.5: ,ep",31.5348,+63.3701,Cas
BD+56  429,MWC    25,12856,3693-2536-1,374921565,8.54,"B0 ,ep",31.9718,+57.1055,Per
BD+64  295,MWC    26,12882,4041-408-1,285910268,7.51,B2.5 III ne,32.1887,+65.0373,Cas
BD+55  521,MWC   702,,3689-2120-1,374981646,,"B6 ,e",32.2224,+56.1932,Per
BD+56  432,MWC    27,13051,3693-1817-1,374976857,8.7,B1 IV:,32.3566,+56.9915,Per
BD+63  300,MWC   703,,4041-1849-1,12112858,9.69,"B ,ep",32.6282,+64.0923,Cas
BD+57  515,MWC    28,,3693-1472-1,347485397,9.69,"B2 ,ep",33.1764,+57.6919,Per
BD+54  483,MWC   439,13429,3689-2040-1,347588499,9.1,B3 V,33.2515,+55.1106,Per
BD+63  310,MWC   706,13590,4041-1668-1,12743469,7.9,B2 III,33.8037,+64.0242,Cas
BD+53  486,MWC    29,13661,3690-1740-1,347843860,7.79,"B2 IV-V,e",33.7208,+54.5315,Per
BD+55  552,MWC   707,13669,3690-1391-1,347840942,7.9,B3 IV-V,33.7605,+55.7928,Per
BD+57  527,,13758,3694-473-1,347945498,9.05,B1 V,34.0181,+57.7447,Per
BD+56  469,,13831,3694-2836-1,348023621,8.27,"B0 III,p",34.1627,+56.7376,Per
BD+49  614,MWC   442,13867,3302-1660-1,250826271,7.57,B5 V e:,34.1496,+49.8195,And
BD+56  473,MWC   441,,3694-3772-1,348137752,9.08,"B0.5 III,n",34.2400,+57.1299,Per
BD+56  478,MWC   443,13890,3694-2874-1,348136739,8.51,B1 III,34.2833,+56.7695,Per
BD+56  479,,13900,3694-3598-1,348137080,9.18,B1 IV,34.3147,+56.8975,Per
BD+56  484,MWC   444,,3694-3473-1,348137087,9.62,"B1 III,e",34.4354,+56.8996,Per
BD+56  493,,,3694-3723-1,264614168,9.62,"B1 V :p,e:",34.5754,+56.8509,Per
BD+56  511,AS     57,,3694-2565-1,264730003,9.11,B3 III,34.6994,+57.0673,Per
BD+56  548,MWC   445,,3694-1399-1,348315321,9.65,"B1.5 III,e",35.1624,+57.3115,Per
BD+55  589,MWC   446,,3694-1190-1,348312738,10.6,"B2 IV-V,e",35.2160,+56.3886,Per
BD+56  559,MWC    34,,3694-2222-1,348443974,,"B1 III,e",35.3221,+57.3044,Per
BD+56  563,MWC    36,,3694-2081-1,348444614,9.45,"B1 III,e",35.4332,+57.1241,Per
BD+56  565,MWC    37,14422,3694-1337-1,348443738,9.08,"B1 V:,ep",35.4612,+57.3863,Per
BD+56  566,MWC    38,,3694-1792-1,348444454,9.86,"B2 V,e",35.4730,+57.1646,Per
BD+56  573,MWC    40,,3694-1707-1,348607456,9.66,"B2 III-IV,e",35.5264,+57.0903,Per
BD+56  579,MWC   710,,,348609224,,"B7 IV-V,e",35.5819,+57.6407,Per
BD+56  582,MWC    41,,3694-1455-1,348608243,9.9,B1 III,35.5944,+57.2845,Per
BD+58  458,MWC    42,,3698-678-1,348618015,9.8,"B1 ,ep",35.8729,+58.9638,Per
BD+55  605,MWC    44,14605,3694-1512-1,445613463,9.34,"B0.5 V,ep",35.8971,+56.5742,Per
CD-30  850,HEN     2,14850,6435-2044-1,139472176,8.4,"B8 V,e",35.7521,-29.6180,For
BD+56  612,MWC   713,,3694-1551-1,445663879,9.7,"B1 IV-V,e",36.4370,+57.3196,Per
BD+56  624,MWC    46,,3695-1796-1,259949828,9.65,"B3 III,e",36.6675,+57.0926,Per
BD+60  488,MWC    47,15238,4046-1980-1,13767162,8.6,B5 V,37.4310,+60.6771,Cas
BD+59  497,,,3699-1091-1,444120004,10.47,B0 V:,37.4469,+59.8557,Cas
BD+56  642,MWC    48,15450,3695-1566-1,444138062,8.84,"B1 III,e",37.8308,+56.8975,Per
BD+57  594,MWC   717,15963,3695-311-1,245479813,8.03,"B ,p",39.0510,+58.0753,Cas
BD+58  492,MWC    54,,3699-103-1,245476172,10.8,"B ,e",39.1843,+59.3772,Cas
BD+56  676,,16264,3695-852-1,245590627,9.25,B1: V:,39.7065,+57.5908,Cas
BD+57  607,MWC    55,,3708-215-1,245664931,,"B ,e",40.0412,+57.7726,Cas
BD+37  675,MWC   455,18552,2847-189-1,186598770,5.9,"B8 V,n",45.0486,+38.1316,Per
BD+57  681,MWC   720,237056,3709-257-1,251571297,8.42,"B0.5: V:,ep",45.6574,+57.6126,Cas
BD+58  554,MWC    60,237060,3713-1367-1,251652448,9.16,B9 V,46.1268,+59.4460,Cas
BD+59  589,MWC   721,18877,4048-1595-1,81386317,8.34,B7 II-III,46.2253,+60.0254,Cas
BD+61  525,MWC    61,19243,4053-1698-1,81682067,6.62,B1 IV,47.2251,+62.3842,Cas
BD+59  612,MWC    62,237091,,82010075,8.69,"B1: V:,nnep",48.8194,+59.9134,Cas
BD+48  870,MWC    63,20017,3315-631-1,117501818,7.93,"B5 V,e",48.7301,+48.6957,Per
BD+59  625,MWC    64,20134,4049-1022-1,82167432,7.44,B2.5 IV-V,49.2485,+60.0669,Cam
BD-17  631,MWC   723,20340,5872-352-1,441517308,7.99,B3 V,48.9408,-16.8283,Eri
BD+65  340,MWC    65,20336,4061-1593-1,345924714,4.84,B3 V n,49.9964,+65.6523,Cam
BD+59  632,MWC   458,237118,3715-259-1,372435620,9.35,B6 V,50.0047,+59.8635,Cam
BD+59  647,MWC    66,237134,4049-732-1,82495797,9.47,B5 V,51.2636,+60.2525,Cam
BD+61  587,MWC    67,21212,4066-209-1,390896668,8.18,"B2 V:,e",52.1632,+62.4927,Cam
BD+46  760,,21455,3316-2311-1,456204154,6.2,B6 V e,52.3590,+46.9380,Per
BD+47  846,MWC   727,21641,3316-2310-1,431741730,6.77,B9 V n,52.8875,+47.8624,Per
BD+47  857,MWC    69,22192,3317-3033-1,285937814,4.23,B4 V,54.1215,+48.1926,Per
BD+54  698,MWC    70,22298,3720-166-1,355821272,7.6,"B2 V,ne",54.5038,+55.1707,Cam
BD+37  811,MWC   463,22780,2863-2187-1,201007770,5.57,"B7 V,n",55.2820,+37.5802,Per
BD+19  578,,23016,1243-946-1,114082976,5.5,"B9 V,n",55.5784,+19.6999,Tau
BD+23  507,MWC    72,23302,1799-1441-1,385509348,3.7,B6 III,56.2183,+24.1135,Tau
BD+23  522,MWC    73,23480,1800-2204-1,61139113,4.18,B7 III,56.5809,+23.9487,Tau
BD+23  541,MWC    74,23630,1800-2202-1,125755072,2.87,B7 III,56.8703,+24.1056,Tau
BD+50  825,MWC   464,23552,3338-1436-1,428724784,6.14,"B8 V,n",57.0754,+50.7362,Per
BD+23  558,MWC    75,23862,1800-2200-1,346626171,5.09,B8 V,57.2960,+24.1372,Tau
BD+52  715,,23800,3338-803-1,428864537,6.93,B1 IV,57.6043,+52.4813,Per
+46-03504,MWC   465,,,,10.17,"B2: IV:,nne",58.4923,+46.8979,Per
BD+44  816,MWC    79,24560,2876-227-1,449915844,8.14,"B1.5 V,ne",59.0843,+44.9370,Per
BD+62  628,MWC    77,24479,4067-1937-1,458985507,5.03,B9.5 V,59.3550,+63.0719,Cam
BD+52  752,MWC    80,25348,3718-756-1,266498398,8.35,"B1 V,nnep",61.0901,+53.3285,Cam
BD+27  623,MWC   467,25487,1826-31-1,407933440,8.2,"B8 V e,Comp,SB,V",60.9761,+28.1256,Tau
BD+47  939,MWC    81,25940,3332-2427-1,259463816,4.04,"B3 V,e",62.1649,+47.7127,Per
BD+16  567,MWC   468,26398,1251-465-1,389053989,7.1,B7 III,62.7636,+16.6465,Tau
BD+45  933,,27846,3329-1686-1,27760364,8.08,B1.5 V,66.4581,+46.2335,Per
BD-13  893,MWC    86,28497,5320-1896-1,71132174,5.6,B2 V,67.2784,-13.0478,Eri
BD+ 7  678,MWC   733,29441,682-1709-1,345538502,7.64,"B2.5 V,ne",69.6507,+8.1750,Tau
BD+43 1033,MWC   732,29373,2892-1599-1,348092129,8.0,B6 V,69.8876,+43.6588,Per
CD-24 2465,HEN     4,29557,6464-405-1,178967690,8.5,Be*,69.5670,-24.6583,Eri
BD+40 1032,MWC    88,29866,2897-2581-1,156370403,6.08,B7 IV,71.0539,+40.7868,Per
BD- 8  929,MWC    89,30076,5321-2145-1,56179720,5.9,"B2 V,e",71.0215,-8.5031,Eri
BD+43 1048,MWC   735,276738,2905-1886-1,391535285,9.53,B7 V,71.4639,+43.9939,Per
BD+23  804,,32190,1845-1972-1,349070699,8.38,"B1 V,e",75.5658,+24.0290,Tau
BD+44 1086,MWC   745,32358,,260964731,9.11,B6 V,76.1842,+44.9583,Aur
BD+58  804,MWC    96,32343,3746-2216-1,252414037,5.08,B3 V,76.5352,+58.9724,Cam
BD+21  766,MWC    98,32991,1294-2526-1,27141005,5.89,"B2 V,e",76.9811,+21.7045,Tau
BD+36 1021,MWC    99,33152,2401-381-1,122778533,8.1,"B1 V,e",77.4848,+37.0043,Aur
CP-61  411,HEN     6,33599,8877-138-1,55295028,8.89,Be* sh,76.8039,-61.8047,Dor
BD-08 1040,,33328,5330-1723-1,425215861,4.3,B2 IV,77.2862,-8.7537,Eri
CD-41 1724,HEN     5,33453,7591-1301-1,14088298,8.3,"B8 V,n",77.1099,-40.9125,Col
BD+40 1196,MWC   100,33232,2900-503-1,187491570,8.17,"B2 V,ne",77.7001,+41.0025,Aur
BD+41 1101,,33357,2904-1663-1,262169297,8.4,"B1 :V :e:,n",77.9289,+42.1650,Aur
BD+41 1106,MWC   101,33461,2900-287-1,187585562,7.78,"B2: V:,nne",78.0601,+41.2147,Aur
BD+39 1204,MWC   484,277707,2900-2075-1,187581769,10.26,"B ,ep",78.0470,+39.5555,Aur
BD+40 1213,MWC   103,33604,2900-112-1,187689999,7.34,"B2 V:,ep",78.3049,+40.1932,Aur
+36-05117,,223113,3232-53-1,352788746,11.13,"B1 V :p,e:",78.7598,+36.6990,Aur
BD+46  989,MWC   104,33988,3358-1284-1,368327164,6.9,B2,79.1129,+46.4156,Aur
BD+03  857,,34959,108-2091-1,449365065,6.5,B5 V p,80.3301,+4.0117,Ori
BD+37 1160,MWC   107,34921,2909-1899-1,143681075,7.5,"B0 IV,ep",80.6464,+37.6759,Aur
CD-34 2207,HEN     7,35165,7051-2303-1,78053041,6.09,"B5 IV,np",80.3201,-34.3448,Col
BD- 2 1235,,35411,,4254645,3.36,B1 V +B2.,81.1190,-2.3963,Ori
BD+29  886,MWC   494,35347,1859-159-1,367154404,8.92,"B1: V:,e",81.3242,+29.6145,Aur
BD+ 1 1005,MWC   110,35439,101-2568-1,264459943,4.95,"B1 V:,ep",81.1856,+1.8465,Ori
BD+35 1095,MWC   109,35345,2415-742-1,127764224,8.39,"B1 V,ep",81.4364,+35.6471,Aur
BD+ 2  974,MWC   757,36012,105-304-1,264631173,7.24,"B5 V,ne",82.2017,+2.1644,Ori
BD+ 9  860,MWC   760,36376,701-36-1,200519617,7.79,Be*,82.9203,+9.2257,Ori
BD+18  877,MWC   111,36576,1301-818-1,437790952,5.69,"B2 IV-V,e",83.3815,+18.5400,Tau
BD+35 1169,MWC   500,,2416-885-1,115383283,9.37,"B1: V:,ep",83.5903,+35.8131,Aur
BD+27  797,MWC   761,244894,1856-440-1,74387059,9.86,"B1 III-IV,ep",83.6520,+27.5924,Tau
BD-05 1318,,,,,9.7,B2: V shell,83.8396,-5.3520,Ori
BD+21  901,MWC   503,245310,1310-702-1,19621526,8.87,"B2: III:,nnep",84.0952,+21.1860,Tau
BD- 5 1330,MWC   114,37115,,427396133,7.07,B6 V SB,83.9754,-5.6162,Ori
BD- 1  971,,37149,4766-1903-1,427451587,8.03,B8 V,84.0738,-1.6350,Ori
BD+33 1103,MWC   764,245493,2412-923-1,115893722,8.63,"B2 :V :p,e:",84.4620,+33.9669,Aur
BD+21  908,MWC   115,37202,1310-2697-1,19704573,3.0,B2 III,84.4109,+21.1425,Tau
BD+ 0 1138,MWC   116,37330,115-1423-1,323348984,7.38,B6 V,84.4719,+0.9687,Ori
BD+26  883,MWC   507,245770,1869-200-1,75078662,9.39,"B ,ep",84.7271,+26.3155,Tau
BD+28  836,MWC   506,37318,1873-853-1,75170940,8.39,"B1 V,ne",84.7415,+28.4599,Tau
BD+ 4 1002,MWC   117,37490,123-2200-1,281047621,4.57,"B3 III,e",84.7959,+4.1208,Ori
CD-34 2375,MWC   119,37795,7064-1357-1,140214221,2.64,B7 IV,84.9121,-34.0734,Col
BD- 2 1344,MWC   120,37806,4771-1197-1,11402323,7.9,Be* sh,85.2590,-2.7166,Ori
BD+42 1376,MWC   118,37657,2919-288-1,470642072,7.23,"B3 V,ne",85.5826,+43.0594,Aur
BD+37 1292,AS    105,,2911-1496-1,426259846,9.08,"B3 V :p,e:",85.7096,+37.9837,Aur
BD-16 1208,,37971,5917-1641-1,46641304,6.2,B3 IV p,85.4226,-16.7253,Lep
BD+23 1015,MWC   122,37967,1862-835-1,20413239,6.21,B3 V,85.8307,+23.2043,Tau
BD+25  941,MWC   124,38010,1866-2044-1,75852151,6.84,"B1 V,ep",85.9121,+25.4392,Tau
BD- 5 1370,,38120,4775-193-1,72780071,9.1,Be*,85.7992,-4.9967,Ori
BD+27  850,,246878,1870-1836-1,76028730,9.38,"B0.5 V:,ep",86.1154,+27.2296,Tau
BD+21  958,MWC   125,38191,1311-1238-1,29277573,8.73,"B1 :V :e:,n",86.2342,+21.4601,Tau
BD+29 1005,,38708,1874-906-1,76543999,8.22,"B3 :. p,e:,sh",87.2234,+29.1357,Aur
BD+26  985,MWC   127,39340,1871-1417-1,77887071,8.13,B3 V,88.2752,+26.4450,Tau
BD+25 1019,MWC   128,248753,1867-3110-1,77966679,8.44,"B1 V,nne",88.3797,+25.7420,Tau
BD+ 0 1203,MWC   130,39557,117-38-1,159059628,9.0,B5 III,88.3622,+0.7793,Ori
BD+26  992,MWC   129,39478,1871-1264-1,78071839,8.17,B2 V,88.4992,+26.4222,Tau
CD-22 2595,,40193,6491-717-1,123575644,9.2,Be*,89.0932,-22.6493,Lep
BD+30 1071,MWC   785,249695,2406-61-1,309335864,8.99,"B1: V:,nnep",89.6472,+30.2067,Aur
BD+25 1065,MWC   786,250028,1867-119-1,79241923,9.07,"B2: V:,nnep",89.9730,+25.0881,Tau
BD+19 1166,MWC   517,250163,1321-1207-1,269845286,9.62,"B1.5: V:,nep",90.0479,+19.1927,Ori
BD+23 1148,,250289,1864-1676-1,429433216,7.37,"B2 III:,e",90.2744,+23.3386,Gem
BD+ 9 1075,MWC   518,250980,721-2056-1,156627345,9.4,Be*,90.8922,+9.6648,Ori
BD+46 1091,MWC   131,40978,3374-1266-1,440492547,7.21,B2 V,91.1594,+46.5847,Aur
BD- 6 1391,MWC   133,41335,4794-1530-1,71727949,5.21,B2 Ve,91.0557,-6.7086,Mon
BD+19 1210,AS    118,251726,1321-1425-1,44938364,9.38,"B1 V:,e",91.7262,+19.0348,Ori
BD+20 1309,MWC   135,253214,1322-792-1,45904500,9.47,"B1.5: V:,nn",93.0685,+20.0855,Ori
BD+ 8 1238,MWC   523,42908,730-1618-1,153541389,8.18,"B2 V,e",93.4257,+8.7123,Ori
BD+16 1046,MWC   796,253659,1314-549-1,434304760,9.34,"B0.5 V:,nne",93.4755,+16.5174,Ori
CD-37 2668,HEN    10,43122,7084-11-1,393159359,8.2,Be*,93.2076,-37.0815,Col
BD+ 6 1172,MWC   136,43285,144-3220-1,167110617,6.07,B5 V,93.9172,+6.0660,Ori
BD-16 1415,,43544,5934-2739-1,33993533,5.92,"B2.5 V,ne",94.0315,-16.6174,CMa
CP-44  831,HEN    11,43789,7624-372-1,231942365,8.4,B6 V,93.9852,-44.6196,Pup
BD+11 1100,MWC   798,254647,,291385725,10.01,"B ,ep",94.3910,+11.1976,Ori
BD+23 1289,MWC   799,43703,1878-1091-1,429863539,8.62,B1 IV :p:,94.6639,+23.0078,Gem
CD-34 2806,HEN    12,44506,7081-1572-1,124921846,5.53,B1.5 V:,95.1504,-34.1439,Col
BD-11 1460,MWC   138,44458,5371-2101-1,443126408,5.64,B1 V n,95.3524,-11.7729,CMa
BD+15 1176,MWC   139,44637,1315-1999-1,438103655,8.03,"B2 V:,ep",95.8525,+15.1014,Ori
BD+25 1251,MWC   804,44674,1882-649-1,84320958,8.45,"B1 V,ne",96.0156,+25.4166,Gem
BD+ 8 1314,MWC   525,256577,732-2105-1,263805130,9.48,"B2 IV :p,e:",96.0006,+8.3003,Mon
BD-12 1470,MWC   526,44996,5372-2525-1,34738587,6.12,B4 V,96.0852,-12.9617,CMa
BD- 9 1458,MWC   528,45260,5368-649-1,443317662,9.01,Be*,96.5261,-9.3969,Mon
BD- 4 1534,,45626,4793-2363-1,42889751,9.36,"B7 ,ep sh",97.0937,-4.4618,Mon
BD-12 1500,MWC   142,45677,5372-460-1,346487395,7.55,Be* sh,97.0724,-13.0523,CMa
BD+20 1441,MWC   141,45542,1336-1812-1,46943830,4.15,B6 III,97.2407,+20.2120,Gem
BD- 6 1574,MWC   143,45725,4797-1880-1,709917565,3.76,"B3 V,e",97.2036,-7.0323,Mon
CD-32 3072,HEN    13,45871,,29628522,5.74,"B4 V,np",97.1630,-32.3708,CMa
BD+ 2 1262,MWC   529,45901,150-863-1,234806470,8.81,"B2 V,e",97.5731,+2.8477,Mon
BD+ 5 1267,MWC   145,45910,158-2278-1,234813367,6.77,B2 III,97.6369,+5.8663,Mon
BD+11 1204,MWC   146,45995,741-1402-1,207043038,6.14,B2 V n,97.7893,+11.2506,Mon
CD-22 3149,,46131,5959-1448-1,47648906,7.2,Be* sh,97.6602,-22.3217,CMa
BD- 7 1462,MWC   530,46380,5365-1286-1,25256180,8.0,"B2 V,ne",98.1801,-7.5087,Mon
BD+ 5 1291,MWC   148,259440,158-3064-1,234929785,9.17,"B0 ,ep",98.2466,+5.7997,Mon
BD+10 1172,MWC   147,259431,737-610-1,229340364,8.74,"B6 ,ep",98.2713,+10.3216,Mon
BD+ 8 1388,MWC   149,259597,733-1218-1,229356387,8.6,"B0.5: V:,nne",98.3840,+8.3352,Mon
BD+ 8 1389,MWC   810,259631,733-1509-1,229355590,9.2,Be*,98.4308,+8.0361,Mon
BD- 5 1710,MWC   150,47054,4806-3516-1,52665242,5.52,B8 V,99.1468,-5.2103,Mon
BD+ 5 1340,MWC   815,47359,155-2255-1,319854805,8.9,"B0.5 V p,e:",99.6033,+4.8804,Mon
BD-10 1651,MWC   532,48282,5382-1595-1,119453344,8.85,B3 III,100.5537,-10.4979,Mon
